Monat,Zufluss [hm³],Soll-Abgabe [hm³],Ist-Abgabe [hm³],Speicherinhalt [hm³],Defizit [hm³],Überschuss [hm³]
12/1962,1.138,1.834,1.834,3.593,0.000,0.000
01/1963,1.064,1.310,1.310,3.347,0.000,0.000
02/1963,0.815,1.048,1.048,3.114,0.000,0.000
03/1963,3.974,0.786,0.786,6.302,0.000,0.000
04/1963,7.140,1.834,1.834,11.608,0.000,0.000
05/1963,2.284,1.834,1.834,12.058,0.000,0.000
06/1963,2.486,2.620,2.620,11.924,0.000,0.000
07/1963,1.905,3.144,3.144,10.685,0.000,0.000
08/1963,0.836,3.668,3.668,7.853,0.000,0.000
09/1963,0.604,3.668,3.668,4.789,0.000,0.000
10/1963,0.704,2.620,2.620,2.873,0.000,0.000
11/1963,0.733,1.834,1.834,1.773,0.000,0.000
12/1963,0.704,1.834,1.834,0.643,0.000,0.000
01/1964,0.668,1.310,1.310,0.000,0.000,0.000
02/1964,0.657,1.048,1.439,0.000,-0.391,0.000
03/1964,2.993,0.786,0.786,2.207,0.000,0.000
04/1964,4.746,1.834,1.834,5.119,0.000,0.000
05/1964,2.586,1.834,1.834,5.871,0.000,0.000
06/1964,0.988,2.620,2.620,4.240,0.000,0.000
07/1964,0.662,3.144,3.144,1.758,0.000,0.000
08/1964,0.423,3.668,5.155,0.000,-1.487,0.000
09/1964,0.489,3.668,6.847,0.000,-3.179,0.000
10/1964,0.778,2.620,4.462,0.000,-1.842,0.000
11/1964,1.367,1.834,2.301,0.000,-0.467,0.000
12/1964,1.511,1.834,2.157,0.000,-0.323,0.000
01/1965,1.296,1.310,1.324,0.000,-0.014,0.000
02/1965,0.849,1.048,1.247,0.000,-0.199,0.000
03/1965,5.600,0.786,0.786,4.814,0.000,0.000
04/1965,13.421,1.834,3.251,14.984,0.000,1.417
05/1965,9.448,1.834,9.448,14.984,0.000,7.614
06/1965,4.502,2.620,4.502,14.984,0.000,1.882
07/1965,1.453,3.144,3.144,13.293,0.000,0.000
08/1965,1.151,3.668,3.668,10.776,0.000,0.000
09/1965,1.593,3.668,3.668,8.701,0.000,0.000
10/1965,1.104,2.620,2.620,7.185,0.000,0.000
11/1965,1.127,1.834,1.834,6.478,0.000,0.000
12/1965,7.285,1.834,1.834,11.929,0.000,0.000
01/1966,3.585,1.310,1.310,14.203,0.000,0.000
02/1966,7.477,1.048,6.696,14.984,0.000,5.648
03/1966,4.136,0.786,4.136,14.984,0.000,3.350
04/1966,5.658,1.834,5.658,14.984,0.000,3.824
05/1966,3.340,1.834,3.340,14.984,0.000,1.506
06/1966,4.323,2.620,4.323,14.984,0.000,1.703
07/1966,6.157,3.144,6.157,14.984,0.000,3.013
08/1966,1.330,3.668,3.668,12.646,0.000,0.000
09/1966,2.092,3.668,3.668,11.070,0.000,0.000
10/1966,1.847,2.620,2.620,10.297,0.000,0.000
11/1966,2.544,1.834,1.834,11.007,0.000,0.000
12/1966,4.531,1.834,1.834,13.704,0.000,0.000
01/1967,4.381,1.310,3.101,14.984,0.000,1.791
02/1967,8.152,1.048,8.152,14.984,0.000,7.104
03/1967,6.867,0.786,6.867,14.984,0.000,6.081
04/1967,5.763,1.834,5.763,14.984,0.000,3.929
05/1967,1.277,1.834,1.834,14.427,0.000,0.000
06/1967,1.185,2.620,2.620,12.992,0.000,0.000
07/1967,1.138,3.144,3.144,10.986,0.000,0.000
08/1967,1.453,3.668,3.668,8.772,0.000,0.000
09/1967,1.196,3.668,3.668,6.299,0.000,0.000
10/1967,1.290,2.620,2.620,4.970,0.000,0.000
11/1967,1.424,1.834,1.834,4.560,0.000,0.000
12/1967,5.763,1.834,1.834,8.489,0.000,0.000
01/1968,7.485,1.310,1.310,14.664,0.000,0.000
02/1968,2.730,1.048,2.410,14.984,0.000,1.362
03/1968,9.419,0.786,9.419,14.984,0.000,8.633
04/1968,10.480,1.834,10.480,14.984,0.000,8.646
05/1968,3.868,1.834,3.868,14.984,0.000,2.034
06/1968,1.703,2.620,2.620,14.067,0.000,0.000
07/1968,1.876,3.144,3.144,12.799,0.000,0.000
08/1968,2.189,3.668,3.668,11.320,0.000,0.000
09/1968,3.550,3.668,3.668,11.203,0.000,0.000
10/1968,8.029,2.620,4.247,14.984,0.000,1.627
11/1968,1.953,1.834,1.953,14.984,0.000,0.119
12/1968,1.756,1.834,1.834,14.906,0.000,0.000
01/1969,1.632,1.310,1.553,14.984,0.000,0.243
02/1969,1.608,1.048,1.608,14.984,0.000,0.560
03/1969,4.649,0.786,4.649,14.984,0.000,3.863
04/1969,14.530,1.834,14.530,14.984,0.000,12.696
05/1969,7.750,1.834,7.750,14.984,0.000,5.916
06/1969,2.625,2.620,2.625,14.984,0.000,0.005
07/1969,1.987,3.144,3.144,13.827,0.000,0.000
08/1969,2.144,3.668,3.668,12.303,0.000,0.000
09/1969,2.904,3.668,3.668,11.539,0.000,0.000
10/1969,2.010,2.620,2.620,10.930,0.000,0.000
11/1969,1.138,1.834,1.834,10.233,0.000,0.000
12/1969,0.930,1.834,1.834,9.330,0.000,0.000
01/1970,0.623,1.310,1.310,8.643,0.000,0.000
02/1970,1.306,1.048,1.048,8.901,0.000,0.000
03/1970,3.516,0.786,0.786,11.631,0.000,0.000
04/1970,13.421,1.834,10.068,14.984,0.000,8.234
05/1970,10.417,1.834,10.417,14.984,0.000,8.583
06/1970,4.016,2.620,4.016,14.984,0.000,1.396
07/1970,1.598,3.144,3.144,13.438,0.000,0.000
08/1970,4.073,3.668,3.668,13.843,0.000,0.000
09/1970,1.359,3.668,3.668,11.534,0.000,0.000
10/1970,3.109,2.620,2.620,12.023,0.000,0.000
11/1970,7.534,1.834,4.573,14.984,0.000,2.739
12/1970,4.765,1.834,4.765,14.984,0.000,2.931
01/1971,2.092,1.310,2.092,14.984,0.000,0.782
02/1971,2.778,1.048,2.778,14.984,0.000,1.730
03/1971,4.428,0.786,4.428,14.984,0.000,3.642
04/1971,6.972,1.834,6.972,14.984,0.000,5.138
05/1971,3.125,1.834,3.125,14.984,0.000,1.291
06/1971,5.164,2.620,5.164,14.984,0.000,2.544
07/1971,2.097,3.144,3.144,13.937,0.000,0.000
08/1971,1.085,3.668,3.668,11.355,0.000,0.000
09/1971,0.888,3.668,3.668,8.575,0.000,0.000
10/1971,0.802,2.620,2.620,6.756,0.000,0.000
11/1971,0.791,1.834,1.834,5.713,0.000,0.000
12/1971,4.717,1.834,1.834,8.597,0.000,0.000
01/1972,1.882,1.310,1.310,9.168,0.000,0.000
02/1972,1.022,1.048,1.048,9.143,0.000,0.000
03/1972,0.941,0.786,0.786,9.297,0.000,0.000
04/1972,3.724,1.834,1.834,11.187,0.000,0.000
05/1972,2.951,1.834,1.834,12.304,0.000,0.000
06/1972,4.008,2.620,2.620,13.692,0.000,0.000
07/1972,2.144,3.144,3.144,12.693,0.000,0.000
08/1972,2.951,3.668,3.668,11.976,0.000,0.000
09/1972,2.063,3.668,3.668,10.371,0.000,0.000
10/1972,2.725,2.620,2.620,10.476,0.000,0.000
11/1972,2.933,1.834,1.834,11.575,0.000,0.000
12/1972,2.504,1.834,1.834,12.245,0.000,0.000
01/1973,1.325,1.310,1.310,12.260,0.000,0.000
02/1973,1.522,1.048,1.048,12.734,0.000,0.000
03/1973,3.532,0.786,1.282,14.984,0.000,0.496
04/1973,6.872,1.834,6.872,14.984,0.000,5.038
05/1973,5.850,1.834,5.850,14.984,0.000,4.016
06/1973,1.813,2.620,2.620,14.177,0.000,0.000
07/1973,3.080,3.144,3.144,14.113,0.000,0.000
08/1973,1.837,3.668,3.668,12.282,0.000,0.000
09/1973,0.865,3.668,3.668,9.479,0.000,0.000
10/1973,1.256,2.620,2.620,8.115,0.000,0.000
11/1973,1.162,1.834,1.834,7.443,0.000,0.000
12/1973,1.146,1.834,1.834,6.754,0.000,0.000
01/1974,5.083,1.310,1.310,10.527,0.000,0.000
02/1974,2.313,1.048,1.048,11.792,0.000,0.000
03/1974,3.445,0.786,0.786,14.451,0.000,0.000
04/1974,1.574,1.834,1.834,14.191,0.000,0.000
05/1974,1.771,1.834,1.834,14.128,0.000,0.000
06/1974,2.452,2.620,2.620,13.960,0.000,0.000
07/1974,2.778,3.144,3.144,13.594,0.000,0.000
08/1974,1.335,3.668,3.668,11.261,0.000,0.000
09/1974,0.907,3.668,3.668,8.500,0.000,0.000
10/1974,1.982,2.620,2.620,7.861,0.000,0.000
11/1974,8.191,1.834,1.834,14.219,0.000,0.000
12/1974,19.295,1.834,18.530,14.984,0.000,16.696
01/1975,6.349,1.310,6.349,14.984,0.000,5.039
02/1975,3.508,1.048,3.508,14.984,0.000,2.460
03/1975,2.092,0.786,2.092,14.984,0.000,1.306
04/1975,4.108,1.834,4.108,14.984,0.000,2.274
05/1975,1.795,1.834,1.834,14.945,0.000,0.000
06/1975,1.556,2.620,2.620,13.881,0.000,0.000
07/1975,1.527,3.144,3.144,12.264,0.000,0.000
08/1975,1.992,3.668,3.668,10.588,0.000,0.000
09/1975,1.540,3.668,3.668,8.460,0.000,0.000
10/1975,0.796,2.620,2.620,6.636,0.000,0.000
11/1975,1.012,1.834,1.834,5.814,0.000,0.000
12/1975,3.642,1.834,1.834,7.622,0.000,0.000
01/1976,12.509,1.310,5.147,14.984,0.000,3.837
02/1976,2.830,1.048,2.830,14.984,0.000,1.782
03/1976,2.168,0.786,2.168,14.984,0.000,1.382
04/1976,5.385,1.834,5.385,14.984,0.000,3.551
05/1976,1.482,1.834,1.834,14.632,0.000,0.000
06/1976,1.685,2.620,2.620,13.697,0.000,0.000
07/1976,1.046,3.144,3.144,11.599,0.000,0.000
08/1976,1.099,3.668,3.668,9.029,0.000,0.000
09/1976,0.878,3.668,3.668,6.239,0.000,0.000
10/1976,0.710,2.620,2.620,4.329,0.000,0.000
11/1976,0.946,1.834,1.834,3.441,0.000,0.000
12/1976,2.347,1.834,1.834,3.953,0.000,0.000
01/1977,1.895,1.310,1.310,4.538,0.000,0.000
02/1977,5.874,1.048,1.048,9.364,0.000,0.000
03/1977,6.344,0.786,0.786,14.922,0.000,0.000
04/1977,4.131,1.834,4.069,14.984,0.000,2.235
05/1977,2.639,1.834,2.639,14.984,0.000,0.805
06/1977,2.552,2.620,2.620,14.916,0.000,0.000
07/1977,2.300,3.144,3.144,14.071,0.000,0.000
08/1977,4.097,3.668,3.668,14.500,0.000,0.000
09/1977,3.330,3.668,3.668,14.162,0.000,0.000
10/1977,2.168,2.620,2.620,13.710,0.000,0.000
11/1977,4.723,1.834,3.449,14.984,0.000,1.615
12/1977,3.666,1.834,3.666,14.984,0.000,1.832
01/1978,2.765,1.310,2.765,14.984,0.000,1.455
02/1978,1.401,1.048,1.401,14.984,0.000,0.353
03/1978,5.926,0.786,5.926,14.984,0.000,5.140
04/1978,4.118,1.834,4.118,14.984,0.000,2.284
05/1978,5.676,1.834,5.676,14.984,0.000,3.842
06/1978,2.533,2.620,2.620,14.897,0.000,0.000
07/1978,1.637,3.144,3.144,13.391,0.000,0.000
08/1978,2.859,3.668,3.668,12.582,0.000,0.000
09/1978,4.357,3.668,3.668,13.271,0.000,0.000
10/1978,6.157,2.620,4.445,14.984,0.000,1.825
11/1978,2.155,1.834,2.155,14.984,0.000,0.321
12/1978,3.485,1.834,3.485,14.984,0.000,1.651
01/1979,4.885,1.310,4.885,14.984,0.000,3.575
02/1979,1.377,1.048,1.377,14.984,0.000,0.329
03/1979,5.966,0.786,5.966,14.984,0.000,5.180
04/1979,8.191,1.834,8.191,14.984,0.000,6.357
05/1979,2.631,1.834,2.631,14.984,0.000,0.797
06/1979,1.267,2.620,2.620,13.631,0.000,0.000
07/1979,1.482,3.144,3.144,11.969,0.000,0.000
08/1979,1.401,3.668,3.668,9.702,0.000,0.000
09/1979,4.189,3.668,3.668,10.223,0.000,0.000
10/1979,2.696,2.620,2.620,10.299,0.000,0.000
11/1979,1.808,1.834,1.834,10.273,0.000,0.000
12/1979,5.119,1.834,1.834,13.558,0.000,0.000
01/1980,1.482,1.310,1.310,13.731,0.000,0.000
02/1980,5.172,1.048,3.918,14.984,0.000,2.870
03/1980,2.591,0.786,2.591,14.984,0.000,1.805
04/1980,7.506,1.834,7.506,14.984,0.000,5.672
05/1980,6.983,1.834,6.983,14.984,0.000,5.149
06/1980,1.028,2.620,2.620,13.392,0.000,0.000
07/1980,8.969,3.144,7.377,14.984,0.000,4.233
08/1980,1.876,3.668,3.668,13.192,0.000,0.000
09/1980,1.674,3.668,3.668,11.198,0.000,0.000
10/1980,2.754,2.620,2.620,11.333,0.000,0.000
11/1980,3.009,1.834,1.834,12.508,0.000,0.000
12/1980,3.574,1.834,1.834,14.248,0.000,0.000
01/1981,2.649,1.310,1.913,14.984,0.000,0.603
02/1981,1.895,1.048,1.895,14.984,0.000,0.847
03/1981,15.158,0.786,15.158,14.984,0.000,14.372
04/1981,2.581,1.834,2.581,14.984,0.000,0.747
05/1981,3.656,1.834,3.656,14.984,0.000,1.822
06/1981,1.430,2.620,2.620,13.794,0.000,0.000
07/1981,4.612,3.144,3.422,14.984,0.000,0.278
08/1981,4.223,3.668,4.223,14.984,0.000,0.555
09/1981,2.250,3.668,3.668,13.566,0.000,0.000
10/1981,6.570,2.620,5.152,14.984,0.000,2.532
11/1981,6.646,1.834,6.646,14.984,0.000,4.812
12/1981,2.754,1.834,2.754,14.984,0.000,0.920
01/1982,4.060,1.310,4.060,14.984,0.000,2.750
02/1982,2.999,1.048,2.999,14.984,0.000,1.951
03/1982,5.288,0.786,5.288,14.984,0.000,4.502
04/1982,6.862,1.834,6.862,14.984,0.000,5.028
05/1982,3.143,1.834,3.143,14.984,0.000,1.309
06/1982,1.359,2.620,2.620,13.723,0.000,0.000
07/1982,1.261,3.144,3.144,11.840,0.000,0.000
08/1982,2.381,3.668,3.668,10.553,0.000,0.000
09/1982,0.744,3.668,3.668,7.629,0.000,0.000
10/1982,1.012,2.620,2.620,6.021,0.000,0.000
11/1982,0.878,1.834,1.834,5.064,0.000,0.000
12/1982,2.045,1.834,1.834,5.275,0.000,0.000
01/1983,6.496,1.310,1.310,10.461,0.000,0.000
02/1983,3.758,1.048,1.048,13.171,0.000,0.000
03/1983,4.707,0.786,2.894,14.984,0.000,2.108
04/1983,8.488,1.834,8.488,14.984,0.000,6.654
05/1983,2.250,1.834,2.250,14.984,0.000,0.416
06/1983,1.430,2.620,2.620,13.794,0.000,0.000
07/1983,0.802,3.144,3.144,11.451,0.000,0.000
08/1983,5.335,3.668,3.668,13.118,0.000,0.000
09/1983,1.256,3.668,3.668,10.706,0.000,0.000
10/1983,0.773,2.620,2.620,8.859,0.000,0.000
11/1983,1.685,1.834,1.834,8.709,0.000,0.000
12/1983,1.277,1.834,1.834,8.153,0.000,0.000
01/1984,2.434,1.310,1.310,9.276,0.000,0.000
02/1984,2.539,1.048,1.048,10.767,0.000,0.000
03/1984,3.027,0.786,0.786,13.008,0.000,0.000
04/1984,8.349,1.834,6.373,14.984,0.000,4.539
05/1984,3.301,1.834,3.301,14.984,0.000,1.467
06/1984,3.393,2.620,3.393,14.984,0.000,0.773
07/1984,5.740,3.144,5.740,14.984,0.000,2.596
08/1984,2.662,3.668,3.668,13.978,0.000,0.000
09/1984,2.702,3.668,3.668,13.012,0.000,0.000
10/1984,2.596,2.620,2.620,12.988,0.000,0.000
11/1984,1.574,1.834,1.834,12.728,0.000,0.000
12/1984,0.901,1.834,1.834,11.796,0.000,0.000
01/1985,0.836,1.310,1.310,11.321,0.000,0.000
02/1985,1.669,1.048,1.048,11.942,0.000,0.000
03/1985,2.213,0.786,0.786,13.369,0.000,0.000
04/1985,5.356,1.834,3.741,14.984,0.000,1.907
05/1985,2.644,1.834,2.644,14.984,0.000,0.810
06/1985,1.853,2.620,2.620,14.217,0.000,0.000
07/1985,3.800,3.144,3.144,14.873,0.000,0.000
08/1985,0.773,3.668,3.668,11.977,0.000,0.000
09/1985,0.512,3.668,3.668,8.822,0.000,0.000
10/1985,0.773,2.620,2.620,6.975,0.000,0.000
11/1985,0.744,1.834,1.834,5.884,0.000,0.000
12/1985,3.043,1.834,1.834,7.093,0.000,0.000
01/1986,4.357,1.310,1.310,10.141,0.000,0.000
02/1986,1.493,1.048,1.048,10.585,0.000,0.000
03/1986,4.914,0.786,0.786,14.714,0.000,0.000
04/1986,8.023,1.834,7.753,14.984,0.000,5.919
05/1986,3.014,1.834,3.014,14.984,0.000,1.180
06/1986,5.653,2.620,5.653,14.984,0.000,3.033
07/1986,1.267,3.144,3.144,13.107,0.000,0.000
08/1986,2.173,3.668,3.668,11.612,0.000,0.000
09/1986,2.980,3.668,3.668,10.924,0.000,0.000
10/1986,2.486,2.620,2.620,10.790,0.000,0.000
11/1986,3.369,1.834,1.834,12.325,0.000,0.000
12/1986,3.858,1.834,1.834,14.349,0.000,0.000
01/1987,7.682,1.310,7.047,14.984,0.000,5.737
02/1987,2.712,1.048,2.712,14.984,0.000,1.664
03/1987,5.054,0.786,5.054,14.984,0.000,4.268
04/1987,15.839,1.834,15.839,14.984,0.000,14.005
05/1987,3.440,1.834,3.440,14.984,0.000,1.606
06/1987,3.758,2.620,3.758,14.984,0.000,1.138
07/1987,2.039,3.144,3.144,13.879,0.000,0.000
08/1987,2.754,3.668,3.668,12.965,0.000,0.000
09/1987,2.696,3.668,3.668,11.994,0.000,0.000
10/1987,1.416,2.620,2.620,10.790,0.000,0.000
11/1987,2.596,1.834,1.834,11.553,0.000,0.000
12/1987,7.779,1.834,4.348,14.984,0.000,2.514
01/1988,3.038,1.310,3.038,14.984,0.000,1.728
02/1988,3.004,1.048,3.004,14.984,0.000,1.956
03/1988,5.322,0.786,5.322,14.984,0.000,4.536
04/1988,13.503,1.834,13.503,14.984,0.000,11.669
05/1988,2.168,1.834,2.168,14.984,0.000,0.334
06/1988,0.946,2.620,2.620,13.310,0.000,0.000
07/1988,0.917,3.144,3.144,11.083,0.000,0.000
08/1988,0.783,3.668,3.668,8.198,0.000,0.000
09/1988,1.022,3.668,3.668,5.553,0.000,0.000
10/1988,1.064,2.620,2.620,3.997,0.000,0.000
11/1988,2.389,1.834,1.834,4.552,0.000,0.000
12/1988,8.814,1.834,1.834,11.532,0.000,0.000
01/1989,6.084,1.310,2.632,14.984,0.000,1.322
02/1989,2.021,1.048,2.021,14.984,0.000,0.973
03/1989,4.817,0.786,4.817,14.984,0.000,4.031
04/1989,1.238,1.834,1.834,14.388,0.000,0.000
05/1989,1.748,1.834,1.834,14.301,0.000,0.000
06/1989,0.725,2.620,2.620,12.407,0.000,0.000
07/1989,0.773,3.144,3.144,10.035,0.000,0.000
08/1989,0.633,3.668,3.668,7.001,0.000,0.000
09/1989,0.512,3.668,3.668,3.845,0.000,0.000
10/1989,1.424,2.620,2.620,2.650,0.000,0.000
11/1989,2.552,1.834,1.834,3.367,0.000,0.000
12/1989,3.771,1.834,1.834,5.305,0.000,0.000
01/1990,2.300,1.310,1.310,6.294,0.000,0.000
02/1990,3.987,1.048,1.048,9.233,0.000,0.000
03/1990,6.128,0.786,0.786,14.575,0.000,0.000
04/1990,3.737,1.834,3.328,14.984,0.000,1.494
05/1990,2.707,1.834,2.707,14.984,0.000,0.873
06/1990,1.992,2.620,2.620,14.356,0.000,0.000
07/1990,1.564,3.144,3.144,12.776,0.000,0.000
08/1990,0.854,3.668,3.668,9.962,0.000,0.000
09/1990,2.441,3.668,3.668,8.735,0.000,0.000
10/1990,1.934,2.620,2.620,8.049,0.000,0.000
11/1990,3.335,1.834,1.834,9.550,0.000,0.000
12/1990,1.992,1.834,1.834,9.708,0.000,0.000
01/1991,3.235,1.310,1.310,11.633,0.000,0.000
02/1991,1.214,1.048,1.048,11.800,0.000,0.000
03/1991,1.477,0.786,0.786,12.490,0.000,0.000
04/1991,1.296,1.834,1.834,11.952,0.000,0.000
05/1991,2.039,1.834,1.834,12.157,0.000,0.000
06/1991,2.773,2.620,2.620,12.310,0.000,0.000
07/1991,1.430,3.144,3.144,10.596,0.000,0.000
08/1991,1.196,3.668,3.668,8.123,0.000,0.000
09/1991,0.512,3.668,3.668,4.968,0.000,0.000
10/1991,0.528,2.620,2.620,2.876,0.000,0.000
11/1991,1.330,1.834,1.834,2.372,0.000,0.000
12/1991,4.399,1.834,1.834,4.937,0.000,0.000
01/1992,7.240,1.310,1.310,10.867,0.000,0.000
02/1992,6.623,1.048,2.506,14.984,0.000,1.458
03/1992,10.023,0.786,10.023,14.984,0.000,9.237
04/1992,5.340,1.834,5.340,14.984,0.000,3.506
05/1992,3.214,1.834,3.214,14.984,0.000,1.380
06/1992,0.820,2.620,2.620,13.184,0.000,0.000
07/1992,1.196,3.144,3.144,11.236,0.000,0.000
08/1992,0.844,3.668,3.668,8.411,0.000,0.000
09/1992,0.783,3.668,3.668,5.526,0.000,0.000
10/1992,0.930,2.620,2.620,3.837,0.000,0.000
11/1992,3.259,1.834,1.834,5.261,0.000,0.000
12/1992,1.727,1.834,1.834,5.154,0.000,0.000
01/1993,2.788,1.310,1.310,6.632,0.000,0.000
02/1993,2.168,1.048,1.048,7.752,0.000,0.000
03/1993,3.666,0.786,0.786,10.633,0.000,0.000
04/1993,1.028,1.834,1.834,9.826,0.000,0.000
05/1993,1.109,1.834,1.834,9.101,0.000,0.000
06/1993,1.574,2.620,2.620,8.055,0.000,0.000
07/1993,2.381,3.144,3.144,7.292,0.000,0.000
08/1993,1.958,3.668,3.668,5.582,0.000,0.000
09/1993,1.493,3.668,3.668,3.407,0.000,0.000
10/1993,1.146,2.620,2.620,1.933,0.000,0.000
11/1993,1.056,1.834,1.834,1.155,0.000,0.000
12/1993,6.118,1.834,1.834,5.439,0.000,0.000
01/1994,4.171,1.310,1.310,8.300,0.000,0.000
02/1994,2.184,1.048,1.048,9.436,0.000,0.000
03/1994,3.091,0.786,0.786,11.740,0.000,0.000
04/1994,2.883,1.834,1.834,12.789,0.000,0.000
05/1994,2.097,1.834,1.834,13.052,0.000,0.000
06/1994,1.779,2.620,2.620,12.211,0.000,0.000
07/1994,3.096,3.144,3.144,12.163,0.000,0.000
08/1994,3.075,3.668,3.668,11.570,0.000,0.000
09/1994,2.226,3.668,3.668,10.128,0.000,0.000
10/1994,1.742,2.620,2.620,9.250,0.000,0.000
11/1994,2.331,1.834,1.834,9.747,0.000,0.000
12/1994,4.828,1.834,1.834,12.741,0.000,0.000
01/1995,5.624,1.310,3.381,14.984,0.000,2.071
02/1995,5.758,1.048,5.758,14.984,0.000,4.710
03/1995,2.662,0.786,2.662,14.984,0.000,1.876
04/1995,9.337,1.834,9.337,14.984,0.000,7.503
05/1995,2.116,1.834,2.116,14.984,0.000,0.282
06/1995,2.278,2.620,2.620,14.642,0.000,0.000
07/1995,1.464,3.144,3.144,12.962,0.000,0.000
08/1995,0.872,3.668,3.668,10.167,0.000,0.000
09/1995,6.641,3.668,3.668,13.140,0.000,0.000
10/1995,2.654,2.620,2.620,13.174,0.000,0.000
11/1995,6.013,1.834,4.203,14.984,0.000,2.369
12/1995,2.754,1.834,2.754,14.984,0.000,0.920
01/1996,1.685,1.310,1.685,14.984,0.000,0.375
02/1996,0.557,1.048,1.048,14.493,0.000,0.000
03/1996,1.051,0.786,0.786,14.758,0.000,0.000
04/1996,3.038,1.834,2.812,14.984,0.000,0.978
05/1996,2.265,1.834,2.265,14.984,0.000,0.431
06/1996,1.819,2.620,2.620,14.183,0.000,0.000
07/1996,6.176,3.144,5.374,14.984,0.000,2.230
08/1996,1.343,3.668,3.668,12.659,0.000,0.000
09/1996,2.730,3.668,3.668,11.721,0.000,0.000
10/1996,4.194,2.620,2.620,13.296,0.000,0.000
11/1996,3.062,1.834,1.834,14.523,0.000,0.000
12/1996,1.876,1.834,1.834,14.566,0.000,0.000
01/1997,1.175,1.310,1.310,14.430,0.000,0.000
02/1997,4.160,1.048,3.607,14.984,0.000,2.559
03/1997,6.257,0.786,6.257,14.984,0.000,5.471
04/1997,3.729,1.834,3.729,14.984,0.000,1.895
05/1997,1.800,1.834,1.834,14.950,0.000,0.000
06/1997,0.783,2.620,2.620,13.113,0.000,0.000
07/1997,0.936,3.144,3.144,10.905,0.000,0.000
08/1997,1.109,3.668,3.668,8.346,0.000,0.000
09/1997,0.778,3.668,3.668,5.456,0.000,0.000
10/1997,1.122,2.620,2.620,3.958,0.000,0.000
11/1997,0.970,1.834,1.834,3.094,0.000,0.000
12/1997,3.824,1.834,1.834,5.083,0.000,0.000
01/1998,2.765,1.310,1.310,6.538,0.000,0.000
02/1998,2.197,1.048,1.048,7.687,0.000,0.000
03/1998,6.954,0.786,0.786,13.855,0.000,0.000
04/1998,1.813,1.834,1.834,13.834,0.000,0.000
05/1998,0.917,1.834,1.834,12.917,0.000,0.000
06/1998,0.975,2.620,2.620,11.272,0.000,0.000
07/1998,1.603,3.144,3.144,9.731,0.000,0.000
08/1998,1.219,3.668,3.668,7.283,0.000,0.000
09/1998,4.683,3.668,3.668,8.298,0.000,0.000
10/1998,4.544,2.620,2.620,10.222,0.000,0.000
11/1998,6.194,1.834,1.834,14.582,0.000,0.000
12/1998,3.829,1.834,3.427,14.984,0.000,1.593
01/1999,3.296,1.310,3.296,14.984,0.000,1.986
02/1999,3.997,1.048,3.997,14.984,0.000,2.949
03/1999,8.517,0.786,8.517,14.984,0.000,7.731
04/1999,3.277,1.834,3.277,14.984,0.000,1.443
05/1999,1.685,1.834,1.834,14.835,0.000,0.000
06/1999,1.185,2.620,2.620,13.400,0.000,0.000
07/1999,1.401,3.144,3.144,11.656,0.000,0.000
