Monat,Durchfluss_m3s,Datum,trendber,trend,saisonfigur_mean,saisonfigur_std,saisonber,normiert,autokorr_saisonfigur,autokorr,zufall
07/1995,0.557,1995-07-01,0.59733,-0.04033,0.86582,0.66268,-0.30882,-0.46602,0.11956,-0.05572,-0.41031
08/1995,0.332,1995-08-01,0.37254,-0.04054,0.6943,0.42636,-0.3623,-0.84975,0.19382,-0.1647,-0.68506
09/1995,2.527,1995-09-01,2.56776,-0.04076,0.7096,0.52468,1.8174,3.4638,0.54189,1.87699,1.58681
10/1995,1.01,1995-10-01,1.05097,-0.04097,0.81383,0.66743,0.19617,0.29392,-0.0622,-0.01828,0.31221
11/1995,2.288,1995-11-01,2.32918,-0.04118,0.95687,0.73276,1.33112,1.81659,0.44651,0.81113,1.00547
12/1995,1.048,1995-12-01,1.0894,-0.0414,1.42378,1.20142,-0.37578,-0.31278,0.38281,-0.11974,-0.19304
01/1996,0.641,1996-01-01,0.68261,-0.04161,1.32562,0.92795,-0.68462,-0.73778,0.25444,-0.18772,-0.55006
02/1996,0.212,1996-02-01,0.25383,-0.04183,1.09023,0.71671,-0.87823,-1.22535,0.25318,-0.31023,-0.91512
03/1996,0.4,1996-03-01,0.44204,-0.04204,1.8362,1.01561,-1.4362,-1.41413,0.00952,-0.01346,-1.40066
04/1996,1.156,1996-04-01,1.19825,-0.04225,2.39665,1.45556,-1.24065,-0.85235,0.59307,-0.5055,-0.34685
05/1996,0.862,1996-05-01,0.90447,-0.04247,1.25822,0.80009,-0.39622,-0.49523,0.37076,-0.18361,-0.31162
06/1996,0.692,1996-06-01,0.73468,-0.04268,0.87288,0.52115,-0.18088,-0.34707,0.06897,-0.02394,-0.32313
07/1996,2.35,1996-07-01,2.3929,-0.0429,0.86582,0.66268,1.48418,2.23965,0.11956,0.26776,1.97189
08/1996,0.511,1996-08-01,0.55411,-0.04311,0.6943,0.42636,-0.1833,-0.42992,0.19382,-0.08333,-0.34659
09/1996,1.039,1996-09-01,1.08232,-0.04332,0.7096,0.52468,0.3294,0.62781,0.54189,0.3402,0.28761
10/1996,1.596,1996-10-01,1.63954,-0.04354,0.81383,0.66743,0.78217,1.17192,-0.0622,-0.07289,1.24481
11/1996,1.165,1996-11-01,1.20875,-0.04375,0.95687,0.73276,0.20813,0.28403,0.44651,0.12682,0.15721
12/1996,0.714,1996-12-01,0.75797,-0.04397,1.42378,1.20142,-0.70978,-0.59078,0.38281,-0.22616,-0.36462
01/1997,0.447,1997-01-01,0.49118,-0.04418,1.32562,0.92795,-0.87862,-0.94684,0.25444,-0.24092,-0.70593
02/1997,1.583,1997-02-01,1.62739,-0.04439,1.09023,0.71671,0.49277,0.68755,0.25318,0.17407,0.51348
03/1997,2.381,1997-03-01,2.42561,-0.04461,1.8362,1.01561,0.5448,0.53643,0.00952,0.00511,0.53132
04/1997,1.419,1997-04-01,1.46382,-0.04482,2.39665,1.45556,-0.97765,-0.67167,0.59307,-0.39834,-0.27332
05/1997,0.685,1997-05-01,0.73004,-0.04504,1.25822,0.80009,-0.57322,-0.71645,0.37076,-0.26563,-0.45082
06/1997,0.298,1997-06-01,0.34325,-0.04525,0.87288,0.52115,-0.57488,-1.10309,0.06897,-0.07608,-1.027
07/1997,0.356,1997-07-01,0.40146,-0.04546,0.86582,0.66268,-0.50983,-0.76934,0.11956,-0.09198,-0.67736
08/1997,0.422,1997-08-01,0.46768,-0.04568,0.6943,0.42636,-0.2723,-0.63866,0.19382,-0.12378,-0.51488
09/1997,0.296,1997-09-01,0.34189,-0.04589,0.7096,0.52468,-0.4136,-0.78828,0.54189,-0.42716,-0.36112
10/1997,0.427,1997-10-01,0.47311,-0.04611,0.81383,0.66743,-0.38683,-0.57957,-0.0622,0.03605,-0.61562
11/1997,0.369,1997-11-01,0.41532,-0.04632,0.95687,0.73276,-0.58787,-0.80228,0.44651,-0.35822,-0.44405
12/1997,1.455,1997-12-01,1.50153,-0.04653,1.42378,1.20142,0.03122,0.02599,0.38281,0.00995,0.01604
01/1998,1.052,1998-01-01,1.09875,-0.04675,1.32562,0.92795,-0.27362,-0.29487,0.25444,-0.07503,-0.21984
02/1998,0.836,1998-02-01,0.88296,-0.04696,1.09023,0.71671,-0.25423,-0.35471,0.25318,-0.0898,-0.26491
03/1998,2.646,1998-03-01,2.69317,-0.04717,1.8362,1.01561,0.8098,0.79735,0.00952,0.00759,0.78976
04/1998,0.69,1998-04-01,0.73739,-0.04739,2.39665,1.45556,-1.70665,-1.17251,0.59307,-0.69537,-0.47713
05/1998,0.349,1998-05-01,0.3966,-0.0476,1.25822,0.80009,-0.90922,-1.13641,0.37076,-0.42134,-0.71507
06/1998,0.371,1998-06-01,0.41882,-0.04782,0.87288,0.52115,-0.50188,-0.96301,0.06897,-0.06642,-0.89659
07/1998,0.61,1998-07-01,0.65803,-0.04803,0.86582,0.66268,-0.25583,-0.38605,0.11956,-0.04615,-0.33989
08/1998,0.464,1998-08-01,0.51224,-0.04824,0.6943,0.42636,-0.2303,-0.54015,0.19382,-0.10469,-0.43546
09/1998,1.782,1998-09-01,1.83046,-0.04846,0.7096,0.52468,1.0724,2.0439,0.54189,1.10756,0.93633
10/1998,1.729,1998-10-01,1.77767,-0.04867,0.81383,0.66743,0.91517,1.37119,-0.0622,-0.08528,1.45647
11/1998,2.357,1998-11-01,2.40589,-0.04889,0.95687,0.73276,1.40013,1.91076,0.44651,0.85317,1.05759
12/1998,1.457,1998-12-01,1.5061,-0.0491,1.42378,1.20142,0.03322,0.02765,0.38281,0.01059,0.01707
01/1999,1.254,1999-01-01,1.30331,-0.04931,1.32562,0.92795,-0.07163,-0.07719,0.25444,-0.01964,-0.05755
02/1999,1.521,1999-02-01,1.57053,-0.04953,1.09023,0.71671,0.43077,0.60104,0.25318,0.15217,0.44887
03/1999,3.241,1999-03-01,3.29074,-0.04974,1.8362,1.01561,1.4048,1.38321,0.00952,0.01317,1.37004
04/1999,1.247,1999-04-01,1.29696,-0.04996,2.39665,1.45556,-1.14965,-0.78984,0.59307,-0.46842,-0.32141
05/1999,0.641,1999-05-01,0.69117,-0.05017,1.25822,0.80009,-0.61722,-0.77145,0.37076,-0.28602,-0.48542
06/1999,0.451,1999-06-01,0.50138,-0.05038,0.87288,0.52115,-0.42188,-0.80951,0.06897,-0.05584,-0.75367
07/1999,0.533,1999-07-01,0.5836,-0.0506,0.86582,0.66268,-0.33283,-0.50224,0.11956,-0.06005,-0.44219
08/1999,0.254,1999-08-01,0.30481,-0.05081,0.6943,0.42636,-0.4403,-1.0327,0.19382,-0.20015,-0.83254
09/1999,0.161,1999-09-01,0.21203,-0.05103,0.7096,0.52468,-0.5486,-1.04558,0.54189,-0.56659,-0.47899
10/1999,0.252,1999-10-01,0.30324,-0.05124,0.81383,0.66743,-0.56183,-0.84177,-0.0622,0.05236,-0.89413
